"cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
4,5.4,177,16.8,12.9,8.6,0,102850,0
5,7.6,209,13.6,11.9,7.1,0,102590,0
6,2,122,11.8,9.2,4.8,0.2,101610,0
3,8.9,228,11.1,6,0.3,0.2,101420,0
4,5,175,11.1,6.7,2.2,1.4,101830,0
5,4.9,174,15,5.8,0.6,0.2,101910,0
8,1.4,112,16.7,11.2,7.3,0,101690,0
6,2.1,128,18.1,10.9,5.1,0,101450,0
6,1.5,116,14.3,13.4,8.7,1.4,100200,0
6,3.2,150,18.4,11.2,8,1,100480,0
4,5.3,186,12.3,12.7,6.9,0.2,101910,0
8,0.1,79,14.9,9.9,7.5,1,102230,0
8,0.3,87,16.9,12.1,9.2,0,102250,0
5,8.6,236,15.5,12.4,8,0,102070,0
7,1.4,118,18.7,12.4,9.4,0,101360,0
5,6.7,211,12.1,13.6,8.4,0,102090,0
7,0,74,14.9,9.8,7.5,0,102680,0
5,5.6,197,19.2,10.7,6.5,0,102230,0
1,13.1,299,22.5,12.1,5,0,100820,0
5,2.4,142,20,14.8,7.2,2,99650,0
6,4,173,19.6,16.2,12.4,0.6,99710,0
6,4.8,187,20.9,15.6,11.6,3.2,100780,0
4,8.1,238,20.9,16.4,11.8,0.4,101840,0
8,0,77,25,15.2,9.6,0,102440,0
7,4.4,182,17.7,19.2,13.5,14.8,102350,0
8,0,78,16.5,16.4,15,18.6,101670,0
7,3.9,175,16.2,13.1,9.6,9.8,101260,0
7,2.2,143,16.7,12.9,9.7,0.4,101210,0
5,6.6,220,20.7,11.7,6.7,0.4,101800,0
3,12.7,305,24.9,14.7,8.6,0,102320,0
3,9.7,266,21.3,18,11.1,0,101640,0
4,4.1,181,26.3,16,10.7,0,102110,0
1,11.1,286,27,19.4,12.6,0,102530,0
1,12.8,309,27.8,20.5,14,0,102350,0
0,14.3,NA,24,20.7,13.6,0,101760,0
3,7.5,237,23.9,19.8,15.6,0,101400,0
4,6.1,216,20.7,17.7,11.5,12.2,101760,0
8,0,81,20.8,17.2,13.8,0.2,101240,0
7,3,163,23,17.5,14.2,0,101560,0
4,2.8,160,25.5,17.9,12.7,0,102220,0
1,11.1,290,24.8,18.9,12.3,0,102070,0
5,4.2,188,21.5,19.4,13.9,6.8,101590,0
5,10.1,278,20.3,18.2,14.9,0,101460,0
4,6.6,228,18.7,14.8,9.4,0,101610,0
7,2.6,158,17.7,15.1,11.4,18.8,100700,0
6,3,167,20.9,13.8,9.9,2.6,99580,0
5,7.9,248,18,15.6,10.3,0.8,101110,0
8,0,80,21.2,15.6,13.1,1,101000,0
5,6.6,229,23.8,16.6,12,0,101130,0
4,10.1,280,23.9,18.8,13.7,0,101640,0
5,8.4,257,20.9,20.1,16.4,0,101410,0
5,3.2,172,24.8,16.6,12.3,0,101750,0
3,9.9,278,27.1,17.5,10.2,0,101960,0
1,13.2,NA,25.1,20.4,13.6,0,101670,0
2,12.4,NA,24.3,20,14.9,0,101490,0
2,9.9,278,30.1,17.9,11.4,0,102390,0
1,12.4,NA,31.7,22.4,14.6,0,102640,0
2,10,280,32,24.5,17.3,0,102330,0
1,10,280,31.4,25.5,19,0,101890,0
1,11.1,295,34.5,25.4,19.3,0,101760,0
1,12.5,NA,24.1,25.5,16.5,0,101430,0
5,1.6,138,24.9,21.1,18.2,0,101210,0
5,7.1,238,24.1,19,13.1,0,101600,0
7,0.6,110,24.2,20.6,17.1,0,101360,0
7,2.1,149,24.5,19.5,14.8,0,101250,0
5,10.1,281,21.2,18.6,12.7,0,101380,0
7,0.1,89,17.3,17.9,14.6,16.2,100670,0
8,0,81,18.7,15.9,14.6,0,99790,0
8,0.5,106,22,15.4,12.1,0,99650,0
7,7,236,23.3,18,14,0.2,100450,0
7,3.6,179,23.6,18.9,14.5,0.2,101570,0
3,12.6,41,25.1,19,14.4,0,102070,0
5,4.8,200,24.6,19.9,14.7,0,102050,0
3,9.1,265,29.5,19,13.4,0,101990,0
0,13.9,38,32.2,22,14.5,0,101820,0
5,10.3,281,30.1,25.4,18.5,0,101410,0
4,12,303,26.7,23.6,17,0,101590,0
6,7.6,242,28.4,22.2,17.7,0,101810,0
5,7,233,26.4,23.1,17.7,0,101270,0
3,10.4,280,19.6,21.1,15.9,0,100850,0
8,0,79,22.4,17.1,14.7,36.8,100920,0
6,5.3,205,23.2,18.3,14.2,0,101500,0
7,6.8,228,21.8,18.3,13.4,0,102160,0
6,4.3,187,22.5,18.1,14.4,0,101990,0
8,0,78,25.4,18.8,15.1,0.4,102190,0
7,1.4,128,26.9,20.9,16.3,0.4,102260,0
5,11.2,287,26.9,21.1,15.2,0,102300,0
6,7.3,233,22.7,21.9,16.9,4.4,101620,0
7,1.6,132,21.6,20.4,18.1,0.4,100610,0
6,3,161,22.8,19.5,17.4,0,100790,0
4,6.5,219,19.2,17.6,12.3,13.8,100840,0
7,3.1,162,20.6,16.3,13.4,9.6,100800,0
6,3.8,174,19.4,15.9,11.2,0.8,101140,0
7,0.2,88,22.9,16.8,14.1,0,101410,0
4,8.8,249,22.1,17.9,13,0.2,101570,0
6,0.6,102,22.2,18.3,14.5,1.6,100780,0
7,3.2,161,22.2,18.1,14,7,100670,0
7,1.2,118,20.4,17.9,13.7,1.2,100830,0
7,4,174,21.5,17.6,14.8,13.2,100760,0
7,5.3,195,22.7,18.1,14.6,0,100590,0
2,9.1,248,22.4,17.9,13.1,0,101140,0
5,6.3,208,19.3,17.4,12.5,0.8,101460,0
8,0,72,21.8,16.9,14.5,7.2,101190,0
7,3.3,158,22.9,18.6,15.5,0,100710,0
6,6.7,212,20.8,18.9,14.8,0,101130,0
4,8.7,238,22.8,17.7,14.6,0.4,101690,0
2,8.6,236,21.1,16.7,10.6,0,102190,0
7,0.7,99,17,17.1,13.1,0.2,101730,0
8,0.3,86,16.1,16,15,3.4,101150,0
8,0,69,21,14.6,13,19.6,101590,0
5,7.7,219,22.6,16.6,12.2,0,102320,0
3,8.5,229,22.5,16.2,9.9,0,101900,0
7,4.3,168,22.7,19.6,16.6,0,101590,0
2,12.4,274,23.5,17.5,12.3,0,102100,0
4,6.6,200,24.2,17.1,10.7,0,101720,0
5,7.8,215,23.6,19.7,15.2,0,101540,0
5,4.7,170,24.8,17.6,11.5,3.8,101880,0
5,4.8,171,20.3,20.1,15.4,3.8,101130,0
5,7.2,204,20.8,17.6,15,7,101110,0
4,9,225,21.5,16.8,12.7,0,101720,0
4,6.3,189,19.7,15.6,9.7,6.8,102320,0
8,0,63,23.1,16.6,13.6,0,102130,0
8,0.5,84,22.4,19.4,15.8,0.2,101860,0
5,1.4,106,21.5,19.1,15.9,0,101360,0
3,5.9,179,24,17.2,12.9,0,101700,0
2,11.6,246,24.7,18.2,12.5,0,101720,0
5,7.6,198,26.3,19.3,13.9,0,101620,0
3,9.3,217,27.7,21.1,15.9,0,101830,0
0,12,246,26.1,21.1,14.6,0,101740,0
5,3.6,140,15.1,21.2,16.4,0.2,101340,0
8,0.2,69,20.3,14.4,13.8,3.6,101340,0
2,8.9,207,21.9,14.6,8.8,1.6,101720,0
3,9.2,200,22,15.8,9.7,0,102150,0
1,9.8,205,18.1,16,10,0,102180,0
6,0.1,61,22.6,14.5,10.9,6.4,101330,0
8,0.9,83,21.3,17.9,13.2,0.2,101180,0
7,1.1,86,19.4,18.6,16,1.2,101380,0
5,5,144,19.9,15.3,11.3,0,101890,0
8,2.7,112,19.6,15.6,11.2,3.4,101400,0
6,2.3,104,18.6,17.1,14.5,3.6,100110,0
4,6.9,163,17.4,14.3,10,7.2,99790,0
6,2.6,107,19.8,13,8.6,0.8,99850,0
5,5,138,19.6,15.4,11.1,0.6,99430,0
4,7.6,166,19,14.9,10.3,2.6,100400,0
4,8.1,169,18.1,15.6,12.1,0,99900,0
4,5.6,141,16.8,13,7.9,0,100810,0
5,5.2,135,15.9,11.9,7.1,0.2,101310,0
7,2.8,104,17.3,12.1,8.2,0.2,101180,0
7,3.3,109,17.4,12.8,8.4,0.4,101380,0
6,3.3,108,16.3,13.2,9.1,3.6,101760,0
3,6.5,143,18.3,12.3,8.3,0,102140,0
6,1,72,18,13.8,9.2,0,101880,0
7,1.2,74,19,16,14,2.8,101570,0
2,8.7,160,19.5,12.6,6.2,0,102140,0
6,1.2,72,22.8,15.3,11.2,0,102160,0
5,7.7,148,18.2,16.8,10.8,6.4,101930,0
8,0,42,21.1,16.6,14.9,0,101960,0
5,3.7,103,20.9,17.5,13.9,0,102210,0
7,1.1,67,20.5,16.4,12,15.2,101940,0
6,4.5,110,18.9,17.8,15,1.8,101810,0
7,0.6,57,17.6,16.4,13.8,0.4,101600,0
7,2.4,83,18.4,14.2,10.9,2,101640,0
8,0,39,18.1,16.1,13.7,0,101090,0
7,3.8,97,17.3,15.9,13.8,0,101330,0
3,6.5,122,16.7,12.9,8.6,0,102270,0
7,1.1,61,17.4,12.8,8.9,0.6,102200,0
4,7.5,128,15.9,15.1,12.7,0,101760,0
4,8,130,17.3,12.1,8.2,0,102570,0
7,0,35,17.6,13.5,9.7,0.4,101820,0
6,2.9,80,17.7,14.1,10.6,0,102000,0
7,0.9,54,17,13.8,10,0,101890,0
7,0.5,47,17.3,13.8,10.6,0,101520,0
7,0.5,46,17.9,15.6,13.9,1,101140,0
6,5.5,100,19.6,13.3,8.8,0,101990,0
7,0,32,20,15.2,10.8,0,102210,0
6,0.3,40,20.2,17.9,15.7,0,102380,0
2,3.5,79,22.4,15.3,10.4,0,101820,0
5,2.5,68,15,17,11.6,0,101600,0
4,1.6,57,15.6,12.8,10.7,0.2,101880,0
8,0,29,17.1,13.4,11.2,1.2,101180,0
8,0,29,16.2,14.5,11.9,2.4,100380,0
7,2.3,62,16.3,14.1,12,2.2,100400,0
7,4.8,83,14.2,14.2,12,0.4,100230,0
6,4.5,79,17,11.7,9.2,0,101300,0
8,0,27,19.4,13.4,9.8,0.2,101770,0
8,0.2,32,18.8,16.1,12.9,0.2,101800,0
6,5.6,84,16,16.6,14.3,0,102040,0
7,0,25,15.3,12.1,8.2,0.4,102490,0
2,8.2,99,16.6,11.8,8.3,0,103270,0
2,3,61,13.9,10.8,5.1,0,102630,0
5,2.8,58,12.9,11.3,8.7,0,102320,0
2,7.7,92,13.6,8,3.1,0,103080,0
6,0.4,32,16,9.4,5.2,0,102620,0
5,1.5,44,12.4,11.7,7.4,0.2,101930,0
5,0.4,31,14.6,7.5,2.6,0,101600,0
4,3.9,62,13.5,10.2,5.9,4.2,101360,0
7,0.5,31,10.9,10.7,7.9,0.8,100500,0
2,4.9,67,12.1,6.8,2.8,0,101480,0
1,6.9,78,12.3,6.5,0.8,0.2,102500,0
8,0,21,9.9,8.1,3.8,5.4,101790,0
5,0.3,27,14.1,7.6,5.3,0,102260,0
7,1,34,13.3,7.6,1.1,0,102370,0
6,3.4,53,10.2,10.4,7.5,7.6,102000,0
8,0.5,28,8.7,8.5,6.8,3,101200,0
6,3.3,51,9.1,7.5,6.3,0,101250,0
4,3.3,50,11.5,5.3,1.5,0.2,102570,0
8,0,18,11.9,7.7,3.8,0.4,102400,0
8,0,18,14.8,10.4,9,0,102420,0
7,1.6,36,10.8,12.2,9.5,0.2,102350,0
3,5.8,61,9.1,5.7,0.6,0,102920,0
7,0,17,10.5,5.7,2.2,4,102310,0
4,3.5,47,12.7,6.8,3,1.2,102350,0
8,0,17,14.2,8.4,4.1,0.8,101590,0
8,0.1,19,15.9,12.3,10.4,0,101000,0
7,0.1,19,12,14.1,12.2,2.8,99790,0
6,5.4,55,7.6,10.2,8.3,0,99750,0
6,0.3,21,7.8,6.5,5.5,0,101060,0
3,6.1,57,10.1,3.2,-1.3,0.2,101650,0
2,5.3,52,10.2,5.5,1,2.4,102390,0
7,0.2,19,7.2,6.5,2.9,0.6,101370,0
4,4.1,45,6.2,4.8,2.5,0,100880,0
5,0.1,17,4.3,4,1.8,0,101070,0
4,4.2,45,7.2,1.9,-0.4,0,101240,0
6,3.5,39,7.5,4,0.8,0,102090,0
8,0,13,10.4,5,2.5,0.4,102710,0
8,0,13,10,6.7,3,0.2,102700,0
7,0,13,9.4,7,4,0,103330,0
8,0,13,11.6,8.1,6.8,0,103540,0
8,0,13,12.5,9.7,7.7,0.2,102730,0
5,0.9,22,4.6,10.8,9,2.8,101050,0
2,4.1,39,4,3.5,2.3,0,101580,0
3,3.7,37,2.6,1.3,-1.4,12,101510,0
8,0,12,3.5,1.3,0,11.2,98250,1
6,0,12,8,1.9,0.4,5,98530,0
3,4.4,40,9.7,2.3,-3.4,3.2,100720,0
7,0.1,14,6.9,3.9,-1.9,7.2,99660,0
2,4,38,5.7,4.8,2.6,1.4,99130,0
4,4.1,38,6,3.3,0.9,0,99870,0
3,2.2,29,9.5,3,0,0.2,101780,0
6,0,12,7.9,4.1,-1.3,3.2,102280,0
0,4.7,41,8.4,4.5,1,0,102900,0
5,2.9,32,11,3,-2.3,0.4,103510,0
8,0,12,12,6,0.9,0,103520,0
8,0,12,11.8,10.2,8.3,0.2,103550,0
8,0,12,9.8,10.3,8.9,0,103580,0
8,0,12,10.7,9.1,8.3,0,103370,0
8,0,12,11,9.3,8,0.2,102470,0
8,0,12,8,9.8,8.6,5.4,100760,0
5,2.3,29,3.5,5.8,3.5,10.4,99360,0
6,0,12,6.7,2.6,1.7,1.4,98780,0
0,5.4,44,12.5,2.9,-1,3.8,100350,0
6,1,22,14.4,5.1,-2.3,5.6,99790,0
8,0.5,18,11.6,9.7,5,4.6,99660,0
7,0,13,8,10.3,9,2.2,99490,0
6,0.2,16,12.3,6.7,5.4,0,99930,0
6,0,13,10.8,7.9,3.5,10.6,100520,0
6,1.3,25,12.9,8.2,5.7,8.2,99630,0
6,0.1,15,9.1,9.5,6.1,2,99470,0
6,2.3,31,5.8,7.2,5.3,0.2,99470,0
6,0.9,23,6.2,3.4,0.9,0,100980,0
2,4.8,44,5.1,3.5,0.9,0,102510,0
8,0,13,8.8,3.5,1.9,0,102130,0
8,0,14,10.4,6.3,3.9,0.4,100780,0
6,2.5,34,7.5,7.5,4.5,0,100480,0
8,0,14,7.3,5,2.6,0.2,101800,0
8,0,14,8.4,6.6,5.9,0.2,102570,0
8,0.5,21,9,6.8,5.3,0,102010,0
8,0,14,11.4,6.5,4.1,2.8,101810,0
6,0.8,24,8.3,7.8,4.3,2.4,99900,0
5,4,45,11.7,6.7,5.1,0,99520,0
3,5.3,52,9.5,6.8,2,0.4,100350,0
4,3.8,45,6.8,6.8,4,0,100020,0
1,5.4,54,4.8,3.4,0,1.4,100840,0
8,0,16,10.8,3.1,1.5,4,100360,0
8,0,16,10.8,5.9,1,13.6,101160,0
8,0.7,25,13.3,6,1.2,0.2,101220,0
8,0,17,13.3,10.2,7.2,0.2,101560,0
8,0,17,10.9,11.3,9.3,7,100740,0
2,5.1,57,8.7,8.6,6.3,0,100800,0
6,1.9,37,11.5,5.2,1.7,0,101890,0
7,0,18,13.4,7.2,3,0.8,102620,0
6,0.4,25,13.5,9.4,5.5,0,103030,0
6,0.8,29,10.3,11.8,10.2,0.4,102790,0
4,3.8,53,8.8,4.4,-1.5,0.6,102840,0
5,1.9,40,7.5,5,1.1,2.4,100550,0
6,3.5,52,8,4.9,2.3,0,100220,0
6,2.3,44,4.1,5.8,3.7,0.4,101090,0
8,0,20,5.7,3.8,3.4,5.4,100810,0
6,1.1,35,4.9,4,2.2,0,102410,0
6,2.3,47,3.9,2.8,0.6,0,102630,0
6,3.5,56,6.2,2.5,1.2,0,101830,0
6,4.6,65,7.7,3,-0.3,0,102040,0
5,1.6,43,6,2.6,-2.4,5.4,101790,0
6,1.1,38,10,3,0,0,101060,0
6,0,23,7.6,4.1,-1.8,3.4,101130,0
2,5.8,77,7.5,4.8,2.1,0,100400,0
2,5.7,78,5.9,3.1,-1.2,0.2,101430,0
7,0,24,8.3,3.8,1.6,2.4,100250,0
7,0.5,34,10.2,3.4,-1.6,5,100490,0
2,5.2,78,10.5,5.9,1.6,0,100800,0
2,7.5,95,10.9,5.2,-0.1,0,102410,0
5,7.3,95,10.6,6.3,1.7,0,102240,0
6,1.3,47,11.4,6,1.5,1,102190,0
8,0,27,9.8,8.4,5.4,1.4,101720,0
8,0.8,42,7,8.6,7.3,0.6,102050,0
7,1.7,53,5.8,4.7,2.4,0,102690,0
4,3.6,73,4.7,3.7,1.6,0,102420,0
6,0.4,38,6.5,1.9,-0.8,0,102140,0
1,8.9,116,5,2.4,-1.7,0,102180,0
2,9.5,122,2.6,2.1,-0.7,0.4,102780,0
6,3.1,72,1.4,0.8,-0.9,0.4,103070,0
4,5.4,94,-1.2,-1.2,-3.8,1,102440,0
6,5.3,94,0.3,-3.3,-5.4,2,101630,1
8,0,35,1.7,-2.4,-5.1,0,100120,0
8,0,35,7,-1,-3.7,0.4,99280,0
8,0,36,9.9,2.8,-1.5,0.8,99210,0
7,0.6,52,10.7,5.8,1.6,0.2,98980,0
6,1.4,65,10.3,7.3,3.9,1.2,98840,0
7,1.2,63,11.2,7.7,5.1,3.8,98810,0
5,4.4,104,11,7.9,4.6,1.6,99430,0
5,6.7,129,11.3,7.5,4.1,0,99660,0
7,0,39,14.2,5.9,0.5,6.4,100130,0
7,0.1,45,12.8,9.8,5.5,0.2,99480,0
8,1.3,69,10.8,9.2,5.6,5.4,99090,0
8,0,41,11.4,9.4,8,5,98880,0
5,4.1,108,13.6,8.2,5,0,100690,0
4,3.7,105,13.6,7.4,1.2,8.6,100260,0
7,2.7,93,13.8,10.7,7.7,0.2,98940,0
6,5.1,124,0.8,10.7,7.6,2,99830,0
8,0,44,0.7,0.5,0.2,2.4,100610,0
8,0,45,5.4,-0.3,-1.4,1,100860,2
5,5.4,132,8.8,1.9,-1.5,0.4,101560,0
6,3.4,109,11.2,4.5,0.3,0,102830,0
2,9.7,181,12,4.7,-1.9,0,103100,0
7,4.2,122,13.6,8.2,4.4,0,101960,0
7,3.1,108,9.8,9.9,6.2,2.4,100130,0
8,0,49,12.3,8.2,6.5,0,100070,0
7,0,49,13.2,9.8,7.2,0,101080,0
6,6.1,150,15.4,9.1,5,4.6,101720,0
7,1.7,91,9.6,10.3,5.2,5.8,100750,0
7,1.6,90,9.1,7.2,4.8,6.2,100410,0
6,2.5,106,7.9,5.2,1.2,8,100120,0
8,0.2,62,9.7,5.5,3.1,12.8,99460,0
8,1.1,84,9.6,6.7,3.7,1.8,99760,0
8,0,54,12.2,7,4.3,12.2,101100,0
8,0.1,60,13.7,8,3.7,4.2,99920,0
7,0.4,70,12,11.2,8.7,0.4,99430,0
7,1.1,87,10.8,9.4,6.8,0.2,99430,0
4,9,200,16.9,7.7,4.5,0,101030,0
2,8.5,196,17.9,10.4,4,0,101080,0
6,1,88,11.3,13.2,8.4,1.2,100540,0
8,0,58,9.7,10.2,9.1,9.4,100810,0
8,0,59,14.4,8.9,8.2,9.4,100660,0
8,0.3,72,10.3,11.3,8.3,5.8,100190,0
8,0,60,10.2,8.8,7.2,0.4,100690,0
8,0,61,13.1,8.5,6.8,0.2,100400,0
8,0,61,19.3,9.8,6.4,0,100780,0
4,8.6,209,15.2,13.7,8,0,101590,0
7,0.7,87,15.9,11.9,8.7,0.6,100960,0
5,6.3,182,19,11.9,8,0,101380,0
7,2.3,122,24.6,14.5,10,0,102010,0
0,12.6,263,28.5,17.2,9.9,0,102630,0
0,12.6,264,25.8,19.9,11.2,0,102320,0
0,12.9,269,24.1,18.8,11.7,0,102300,0
4,6.5,191,23.6,18,11.9,10.8,101960,0
3,8.7,222,16.7,17.8,12,0,101060,0
4,4.6,166,17.3,12.2,7.7,0,101590,0
8,0,67,15.8,14.3,11.3,0.2,101310,0
4,8.3,220,16.1,11.8,7.8,0.4,101200,0
3,8.9,229,12.4,11.3,6.6,2.4,101570,0
7,0,69,9.1,9.7,7,3.8,100760,0
8,0,69,8,8.4,7.8,0.2,100970,0
8,0,70,10.6,7.3,6.7,2.2,101090,0
8,0,70,14.8,8,5.4,1.2,100650,0
4,7.9,222,15,8.6,2.3,1,100960,0
5,4,165,18.1,11.9,8.9,3.8,100660,0
3,10.5,259,20,10.8,3.6,0,101890,0
4,8.4,232,22.8,14.1,8.1,0,102340,0
0,13.6,299,26.3,15.5,8.2,0,102520,0
0,13.4,298,28.1,17.7,9.1,0,102220,0
0,13.4,299,26.5,19.6,11,0,101720,0
2,11.4,276,20.8,19.1,11.8,0,101010,0
3,10.1,260,18,14.8,8.7,1.4,100910,0
5,9.4,252,18,13.9,9.9,0,101490,0
4,5.8,201,15,12.2,6.3,0,101550,0
7,0.5,98,18.6,12.7,10.3,9.2,101270,0
5,5.7,201,21,13.5,8.4,0,101510,0
1,11.1,278,23.2,14.8,8.5,0,102010,0
0,13.7,312,16,16.6,9.9,0,102030,0
6,2.1,139,18,13.8,11.7,0,102510,0
2,13.4,310,18.7,12.4,6.8,0,102730,0
2,12.5,300,22.2,12.1,5.4,0,102560,0
1,13.8,39,22,14.9,7.7,0,102370,0
0,13.8,39,22.7,15.1,8.1,0,102190,0
4,6.7,222,23.5,15.9,9.1,0,101620,0
2,13.6,39,19.1,17.9,12.2,0,101690,0
6,6.1,214,19.3,14.8,10.6,20.6,102300,0
7,1.1,120,18.8,14.9,10.5,1,102010,0
7,1.1,120,26.6,15.2,11.5,0,101820,0
6,8.2,247,27.4,20.6,14.5,10.8,101860,0
4,8.4,250,24.8,21.3,15.2,0,101560,0
4,6.8,227,17.9,20.2,15.6,0,101820,0
7,0,81,19.4,15.9,13.9,10.6,101630,0
7,0,82,23.5,16.3,13.2,0,101340,0
6,1.8,139,24,18.7,13.9,0,101490,0
7,3,165,24.4,19.9,15.8,0,101760,0
4,6.4,224,27,19.6,14.9,0,101830,0
2,9,263,19.8,20.1,13.3,0,101810,0
6,0.3,97,18.8,17.4,15.1,0,101660,0
6,5.4,209,23,15.4,12.1,0,101690,0
2,11.6,299,21.4,16,9,0,101560,0
8,0.4,102,23,17.1,12.9,0,101640,0
6,6.3,225,21.9,18.5,14,0,101700,0
7,3.9,184,24,17.5,13.1,0,101600,0
5,9,265,25.4,19,14,0,101470,0
3,12.1,37,18.6,18.9,12.3,0,101390,0
4,3.3,174,23.3,15.7,12.8,0,101690,0
3,6.9,235,23.9,16.4,9.4,0,101810,0
6,5.9,219,23.4,19.2,14.5,0,101220,0
4,9.2,269,20.5,17.4,11.5,0,101630,0
7,2.6,160,20.1,17.2,13.9,0.2,101440,0
7,1.2,127,26.6,16.6,13.1,0.2,101630,0
6,7.5,244,24.8,20.6,14.6,0,101880,0
7,2.1,149,26.1,21,17.2,0,102250,0
5,4.2,191,20.6,20.4,14.7,0,102040,0
2,12.1,40,22.9,15.7,10.7,0,102570,0
0,14.1,41,24.1,15.8,8.8,0,103020,0
3,10.4,285,26.5,17.9,11.6,0,102810,0
6,14,37,29.8,19.8,13.1,0,102510,0
1,14.4,40,29.1,21.9,13.9,0,102560,0
0,14.5,40,27.9,22.1,15.2,0,102600,0
2,10.7,289,28.3,20.4,13,0,102570,0
3,7.3,241,28.8,20.5,12.7,0,102450,0
0,14.1,40,28.8,20.9,13.1,0,102190,0
2,12.6,40,31.8,20.9,13.1,0,101620,0
2,10.4,284,30.1,23.5,15.2,0,101330,0
1,14.2,40,27.6,24.2,18.4,0,101570,0
1,13.5,39,27,21.5,15.4,0,101740,0
5,7.9,248,30.1,20.4,13.9,0,101520,0
3,9.4,269,30.9,23.4,16.7,0,101520,0
1,13.2,35,31.5,23.7,16.5,0,102040,0
0,13,38,31,25,18.5,0,102330,0
1,13.1,33,30.5,24.4,17.7,0,102530,0
4,8.2,251,22.9,24.2,17.9,0,102510,0
4,9.9,274,24.4,19.1,15.4,0,102390,0
4,8.1,248,25.1,19.1,13.9,0,102180,0
5,3.8,179,27.5,19.4,13.7,0,102150,0
6,5.9,214,28.9,21.6,15.7,0,102180,0
1,12.3,303,30.3,21.9,14.9,0,101980,0
0,14.2,39,30,22.8,15.2,0,101580,0
3,10.4,277,25,22.9,15.9,0,101330,0
4,8.5,251,26.5,19.4,13.8,0,101580,0
6,6.3,218,29,20.8,15.1,0,101820,0
4,7.3,232,25.2,21.6,14.2,0,101810,0
7,1,116,28.5,22,18.8,0,101440,0
6,6,212,28.9,22.7,16.9,0,101380,0
5,3,160,32.2,22.9,16.8,0,101550,0
2,12.2,295,30.2,25.6,19,0,101580,0
2,10.4,271,30.9,23.8,17.3,0,101430,0
1,11.6,286,35,24.3,17.7,0,101610,0
3,10.1,266,32,26.9,18.9,0,101290,0
4,7.3,227,23,25.9,19.9,3.2,100930,0
5,7.9,235,20.8,19.6,16.2,5,100650,0
8,0,73,24.2,18.2,15.6,1.2,100590,0
7,3.5,165,25.5,20.1,16.1,5.4,101070,0
4,9.9,259,26.5,20.7,15.9,0,101610,0
1,12.1,285,30.4,19.9,13.3,0,102100,0
0,13.3,298,32.6,22.2,14.1,0,102280,0
1,11.2,272,29,25.4,18.2,0,102200,0
0,13.2,295,29.8,24.3,19.6,0,102310,0
0,13.6,298,32.4,23.4,17,0,102250,0
1,13.3,293,31.2,24.5,16.6,0,101470,0
3,8.1,228,25.3,24.2,17.3,0,100790,0
6,8.9,238,18.4,19.9,14.4,0.4,101090,0
7,0.2,81,21,17.1,15.7,8,101380,0
4,5.2,184,22.5,15.9,10.8,2.4,101790,0
4,6.7,205,22.4,15.9,9.3,0.6,102150,0
8,0,67,25.2,19.4,16.3,1.6,101070,0
7,2.3,132,26.6,20.2,15.2,0,100740,0
4,3.8,158,25.7,19.9,13.1,0,101600,0
6,1.6,116,21.4,20.6,15.6,2.2,101720,0
5,2.3,130,23.7,19.5,17.6,7.8,101400,0
3,8.6,223,22.5,17.1,10.6,0,101950,0
7,0.2,76,28.3,18.9,15.3,0,102080,0
6,5.5,179,26.2,22.9,17.5,0,101860,0
6,3.9,154,27.3,22.2,18.3,0,101990,0
4,8.7,219,24.1,22.6,18,0,101900,0
6,0.6,87,22.9,19.7,15.3,1,101700,0
6,3.7,148,21,20.1,17.3,0.2,101290,0
4,6.3,184,20,15.8,10.7,5.4,101350,0
2,8.5,211,18.4,14.1,8.2,0,101490,0
8,0,60,19.7,14.6,10.8,11,100950,0
6,1.9,113,21.1,16.4,13.1,0,101200,0
8,2.1,116,20.1,18.4,15.6,7.6,101710,0
7,1.7,107,21,16.8,13.4,0,101600,0
5,8.4,202,22.5,15.7,10.4,0,102310,0
4,6.2,174,24.5,16.9,11.2,0,102340,0
0,12.2,231,24.8,18.1,11.8,0,102530,0
0,12.4,231,24.5,18.1,11.5,0,102410,0
2,8.3,187,20.7,18.2,11.9,0,102060,0
6,2.9,118,22.6,16.6,12.5,0,102100,0
6,6.1,159,22.6,18.2,13.8,0,102070,0
5,6.4,161,20.4,16.9,11.2,0.2,101640,0
2,10.8,207,21,14.3,8.3,0,101620,0
7,0.9,79,24.7,14.9,8.9,0,101800,0
7,4.1,129,22.7,19.6,14.4,0,101790,0
4,7.8,171,25.2,18.1,13.4,0,102100,0
6,1.3,85,15.6,20.8,16.4,3.2,101910,0
7,0.1,56,20.9,13.8,11.9,0,102290,0
1,10.4,192,18.6,14.3,7.7,0,102300,0
6,2.5,101,22.1,14.4,10.3,0,102100,0
4,6.9,154,24.2,16.2,10.4,0,102320,0
5,6.4,147,25.3,17.9,11.7,0,101860,0
3,9.5,176,23.5,21.3,17.3,0,101370,0
6,4.1,118,23.7,20,16.5,0.2,100890,0
7,4.1,117,21.9,20.2,16.7,0,101240,0
8,0.5,61,17.7,18.9,16,4.6,100910,0
4,8.9,164,13.3,14.2,10.6,0.6,100860,0
8,0,44,14.9,11.9,10.6,18.2,101760,0
5,3.8,108,16.2,11.9,9,2.4,101960,0
0,11.2,179,18.2,10.5,4.8,0,103700,0
